-2.301102032443232692e-01,1.136677184953935882e+00,8.353247243707424829e-02,-9.034680653290919627e-01
-2.355804317670016131e-03,2.761084598407189672e-01,3.957339315904684351e-01,-9.790411449514350994e-02
9.255009541289588304e-02,-5.003131112085708043e-01,1.187577359276684508e+00,1.219480841667872489e-01
-8.504810956705023683e-02,1.854797712671135690e-02,-1.831801706688150344e-01,3.704516224696486337e-01
-6.575413937901708472e-02,3.830900424957406902e-01,-5.643841074746461794e-01,5.424787571364835248e-01
1.562448157128225323e-02,-9.638887258438155747e-02,2.049065232382141499e-01,1.939193670994387442e-01
1.681306490623833694e-01,-7.207308105670445775e-01,-2.951619671189949501e-01,3.541268663660592786e-01
-1.279275646917154563e-01,6.961275809639556611e-01,-3.883015075994867282e-01,1.341721637457014005e+00
-4.747452694065438378e-02,-4.207520765101601667e-01,-1.169005648245963064e-01,-1.200672129724157822e+00
-3.188913965818108293e-02,-1.075958203878791819e-01,-5.096044080752824001e-01,3.289044007592824004e-01
-2.554171864515228374e-01,-1.772507115824857038e-01,2.125089805946498711e-01,-1.079566876637885892e-01
-1.289270238475972163e-01,-6.453579068737228530e-01,6.328566353248117338e-01,3.794716004276980637e-01
-3.846983014152083324e-01,-4.556950918694100544e-02,-8.179750488801258435e-01,-4.403481894354234760e-01
-5.033385325168439062e-01,-1.503431897586076163e-03,-2.675392790818861832e-01,-1.585375252328458107e-02
-7.470571796688256494e-02,-2.410937558947139348e-01,1.461709779264702969e-01,-2.714746415123198697e-01
4.997851383177884937e-02,-2.201253757310835946e-01,6.902955530919739902e-01,-1.052248185749308007e+00
2.329279561166478774e-01,-4.622999282232447826e-01,2.067440008828617115e-01,-6.726479962005663671e-01
-5.607444823206777541e-03,5.376510437802498599e-01,-8.695145882054185205e-02,5.544429766134342241e-01
2.277254852141653296e-01,8.716231266248022358e-01,4.461638271450005244e-01,-4.258114705223067231e-01
-1.163826871119635759e-01,-1.679644272616229728e+00,3.231988048227539267e-01,-3.842939908580920161e-01
